RowID;age;workclass;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;class
Row15904;42;Local-gov;10th;6;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;99999;0;40;United-States;>50K
Row15905;62;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;35;United-States;<=50K
Row15906;61;Private;10th;6;Married-civ-spouse;Sales;Husband;White;Male;0;0;40;United-States;<=50K
Row15907;34;Private;Bachelors;13;Divorced;Sales;Not-in-family;Amer-Indian-Eskimo;Male;0;1564;60;United-States;>50K
Row15908;22;Local-gov;HS-grad;9;Never-married;Other-service;Own-child;White;Female;0;0;53;United-States;<=50K
Row15909;56;Private;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
Row15910;32;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;<=50K
Row15911;24;;Some-college;10;Never-married;;Unmarried;White;Male;0;0;40;United-States;<=50K
Row15912;26;Private;HS-grad;9;Divorced;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row15913;32;Private;HS-grad;9;Never-married;Sales;Own-child;Black;Female;0;1669;45;United-States;<=50K
Row15914;58;Private;Assoc-acdm;12;Divorced;Adm-clerical;Not-in-family;White;Male;0;1876;40;United-States;<=50K
Row15915;25;Self-emp-not-inc;Assoc-acdm;12;Married-civ-spouse;Adm-clerical;Wife;White;Female;0;0;35;United-States;>50K
Row15916;23;Private;Some-college;10;Never-married;Adm-clerical;Own-child;White;Female;0;0;25;United-States;<=50K
Row15917;23;Private;Some-college;10;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;40;United-States;<=50K
Row15918;54;Private;Some-college;10;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States;<=50K
Row15919;28;Private;Some-college;10;Never-married;Exec-managerial;Not-in-family;White;Female;0;0;35;United-States;<=50K
Row15920;35;Private;Bachelors;13;Married-civ-spouse;Sales;Husband;White;Male;0;0;40;United-States;>50K
Row15921;30;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;25;United-States;>50K
Row15922;23;Private;12th;8;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row15923;42;Private;Some-college;10;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;50;United-States;>50K
Row15924;72;Private;10th;6;Widowed;Adm-clerical;Not-in-family;White;Female;0;0;20;United-States;<=50K
Row15925;21;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;<=50K
Row15926;37;Private;Bachelors;13;Never-married;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row15927;54;Private;HS-grad;9;Divorced;Other-service;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row15928;58;Private;Masters;14;Divorced;Adm-clerical;Not-in-family;White;Female;0;1980;45;United-States;<=50K
Row15929;32;Private;Bachelors;13;Never-married;Prof-specialty;Own-child;White;Male;0;0;40;United-States;<=50K
Row15930;65;Private;Some-college;10;Widowed;Adm-clerical;Not-in-family;White;Female;0;0;15;United-States;<=50K
Row15931;22;Private;Bachelors;13;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;45;;<=50K
Row15932;52;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;;>50K
Row15933;65;Private;10th;6;Widowed;Sales;Not-in-family;White;Female;0;0;20;United-States;<=50K
Row15934;33;Self-emp-not-inc;HS-grad;9;Never-married;Other-service;Not-in-family;White;Female;0;0;35;United-States;<=50K
Row15935;35;Private;HS-grad;9;Never-married;Machine-op-inspct;Unmarried;White;Male;6497;0;65;United-States;<=50K
Row15936;27;Private;Some-college;10;Never-married;Adm-clerical;Own-child;White;Female;0;0;40;United-States;<=50K
Row15937;34;State-gov;HS-grad;9;Never-married;Other-service;Own-child;Black;Male;0;0;42;United-States;<=50K
Row15938;53;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;70;United-States;<=50K
Row15939;23;Private;10th;6;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;Portugal;<=50K
Row15940;43;State-gov;Doctorate;16;Separated;Prof-specialty;Unmarried;White;Female;0;0;40;United-States;>50K
Row15941;58;Private;Assoc-voc;11;Married-civ-spouse;Exec-managerial;Husband;White;Male;3908;0;40;United-States;<=50K
Row15942;38;Private;10th;6;Separated;Adm-clerical;Unmarried;White;Male;0;3770;40;United-States;<=50K
Row15943;26;Private;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;50;United-States;<=50K
Row15944;60;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;50;United-States;>50K
Row15945;28;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;1672;50;United-States;<=50K
Row15946;33;Federal-gov;HS-grad;9;Never-married;Adm-clerical;Own-child;White;Female;0;0;30;United-States;<=50K
Row15947;29;Local-gov;Some-college;10;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;40;United-States;<=50K
Row15948;54;State-gov;Doctorate;16;Never-married;Exec-managerial;Not-in-family;White;Female;0;0;50;United-States;>50K
Row15949;41;Private;7th-8th;4;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;36;United-States;<=50K
Row15950;63;Self-emp-not-inc;Some-college;10;Divorced;Exec-managerial;Not-in-family;White;Male;0;0;50;United-States;<=50K
Row15951;31;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Wife;White;Female;0;0;27;United-States;<=50K
Row15952;23;Private;Bachelors;13;Never-married;Sales;Own-child;Black;Female;0;0;25;United-States;<=50K
Row15953;31;Private;Some-college;10;Married-spouse-absent;Transport-moving;Not-in-family;Black;Male;0;0;40;;<=50K
Row15954;41;Private;Prof-school;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;United-States;>50K
Row15955;51;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;40;United-States;>50K
Row15956;59;Private;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
Row15957;23;Private;Some-college;10;Never-married;Prof-specialty;Not-in-family;White;Female;0;0;45;United-States;<=50K
Row15958;24;Self-emp-not-inc;Some-college;10;Never-married;Exec-managerial;Not-in-family;Black;Male;0;0;45;United-States;<=50K
Row15959;67;Self-emp-not-inc;HS-grad;9;Divorced;Prof-specialty;Not-in-family;White;Female;0;0;20;United-States;<=50K
Row15960;65;;HS-grad;9;Widowed;;Not-in-family;White;Female;0;0;35;United-States;<=50K
Row15961;47;Local-gov;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
Row15962;21;Private;HS-grad;9;Never-married;Craft-repair;Not-in-family;White;Male;0;0;40;Guatemala;<=50K
Row15963;38;Private;7th-8th;4;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;40;United-States;<=50K
Row15964;55;Private;Bachelors;13;Divorced;Prof-specialty;Unmarried;White;Female;0;0;40;United-States;<=50K
Row15965;39;Private;Masters;14;Divorced;Prof-specialty;Own-child;White;Female;1506;0;40;United-States;<=50K
Row15966;24;Private;HS-grad;9;Separated;Other-service;Unmarried;White;Female;0;0;50;Portugal;>50K
Row15967;24;Private;HS-grad;9;Married-civ-spouse;Protective-serv;Husband;Asian-Pac-Islander;Male;0;0;40;Thailand;<=50K
Row15968;38;Private;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;7298;0;40;United-States;>50K
Row15969;19;Private;HS-grad;9;Never-married;Other-service;Own-child;White;Male;0;0;24;United-States;<=50K
Row15970;32;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;United-States;<=50K
Row15971;63;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;60;United-States;>50K
Row15972;18;Private;Some-college;10;Never-married;Sales;Not-in-family;White;Female;0;0;30;United-States;<=50K
Row15973;36;Private;Some-college;10;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;45;United-States;<=50K
Row15974;41;Private;Bachelors;13;Divorced;Transport-moving;Own-child;Black;Male;6497;0;40;United-States;<=50K
Row15975;57;Private;Some-college;10;Never-married;Protective-serv;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row15976;48;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row15977;44;Private;HS-grad;9;Divorced;Sales;Not-in-family;White;Female;0;1504;40;United-States;<=50K
Row15978;25;Private;Some-college;10;Never-married;Exec-managerial;Own-child;Asian-Pac-Islander;Male;0;0;40;China;<=50K
Row15979;48;Private;12th;8;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;50;United-States;<=50K
Row15980;20;Private;Some-college;10;Never-married;Sales;Own-child;White;Female;0;0;8;United-States;<=50K
Row15981;74;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;55;United-States;<=50K
Row15982;44;Private;HS-grad;9;Never-married;Exec-managerial;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row15983;26;Private;Some-college;10;Married-civ-spouse;Machine-op-inspct;Wife;White;Female;0;0;40;United-States;<=50K
Row15984;54;Local-gov;HS-grad;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;40;United-States;<=50K
Row15985;39;Private;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;48;United-States;>50K
Row15986;38;Private;Some-college;10;Divorced;Adm-clerical;Not-in-family;White;Female;7443;0;40;United-States;<=50K
Row15987;18;Private;10th;6;Never-married;Other-service;Other-relative;White;Female;0;0;40;United-States;<=50K
Row15988;32;Local-gov;Masters;14;Never-married;Prof-specialty;Not-in-family;Other;Female;0;0;40;;<=50K
Row15989;24;Private;Some-college;10;Never-married;Other-service;Own-child;White;Male;0;0;40;United-States;<=50K
Row15990;19;Self-emp-not-inc;9th;5;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;35;Mexico;<=50K
Row15991;28;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;<=50K
Row15992;28;Private;HS-grad;9;Separated;Handlers-cleaners;Not-in-family;Other;Male;0;0;30;United-States;<=50K
Row15993;49;Local-gov;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row15994;50;Private;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row15995;63;Private;HS-grad;9;Widowed;Machine-op-inspct;Other-relative;Black;Female;0;0;40;Haiti;<=50K
Row15996;58;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;50;United-States;<=50K
Row15997;68;Self-emp-inc;HS-grad;9;Widowed;Other-service;Unmarried;White;Female;0;0;15;United-States;<=50K
Row15998;41;Federal-gov;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;Black;Male;0;0;40;United-States;>50K
Row15999;21;;HS-grad;9;Never-married;;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row16000;27;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;3103;0;50;United-States;>50K
Row16001;24;Private;Bachelors;13;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row16002;50;Private;Bachelors;13;Divorced;Exec-managerial;Unmarried;White;Female;0;0;40;United-States;<=50K
Row16003;47;Private;Some-college;10;Divorced;Other-service;Own-child;White;Female;0;0;44;United-States;<=50K
Row16004;64;;HS-grad;9;Divorced;;Not-in-family;White;Male;8614;0;40;United-States;>50K
Row16005;54;Private;HS-grad;9;Widowed;Other-service;Unmarried;White;Female;0;0;40;United-States;<=50K
Row16006;28;Private;Bachelors;13;Never-married;Adm-clerical;Own-child;Asian-Pac-Islander;Female;0;0;30;United-States;<=50K
Row16007;26;State-gov;Masters;14;Never-married;Prof-specialty;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row16008;35;State-gov;Bachelors;13;Separated;Exec-managerial;Not-in-family;White;Male;0;0;42;United-States;<=50K
Row16009;48;Private;HS-grad;9;Married-civ-spouse;Sales;Husband;White;Male;2885;0;15;United-States;<=50K
Row16010;50;Private;Assoc-acdm;12;Married-civ-spouse;Sales;Wife;White;Female;3942;0;40;United-States;<=50K
Row16011;39;Private;HS-grad;9;Divorced;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row16012;46;Private;Bachelors;13;Never-married;Sales;Not-in-family;White;Male;0;0;45;United-States;>50K
Row16013;41;Private;Some-college;10;Widowed;Adm-clerical;Unmarried;Black;Female;0;0;48;United-States;<=50K
Row16014;24;Private;7th-8th;4;Married-civ-spouse;Sales;Husband;White;Male;2580;0;40;United-States;<=50K
Row16015;57;Private;HS-grad;9;Divorced;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row16016;32;Private;HS-grad;9;Never-married;Handlers-cleaners;Not-in-family;White;Male;0;0;40;Columbia;<=50K
Row16017;41;Private;Assoc-acdm;12;Married-civ-spouse;Exec-managerial;Husband;Black;Male;0;0;50;India;>50K
Row16018;55;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
Row16019;41;;Assoc-voc;11;Divorced;;Not-in-family;White;Male;0;0;80;United-States;<=50K
Row16020;69;Private;7th-8th;4;Divorced;Machine-op-inspct;Unmarried;Black;Female;2964;0;40;United-States;<=50K
Row16021;22;Private;HS-grad;9;Never-married;Other-service;Not-in-family;Black;Female;0;0;40;United-States;<=50K
Row16022;45;Private;HS-grad;9;Married-civ-spouse;Other-service;Husband;White;Male;3942;0;40;United-States;<=50K
Row16023;33;Private;HS-grad;9;Never-married;Adm-clerical;Not-in-family;Black;Male;0;0;40;United-States;<=50K
Row16024;57;Private;Some-college;10;Separated;Sales;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row16025;38;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;0;1902;65;United-States;>50K
Row16026;40;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;United-States;<=50K
Row16027;48;Self-emp-not-inc;Some-college;10;Divorced;Handlers-cleaners;Own-child;White;Female;0;0;40;United-States;<=50K
Row16028;38;Local-gov;Some-college;10;Married-spouse-absent;Exec-managerial;Unmarried;Black;Female;0;0;35;United-States;<=50K
Row16029;26;State-gov;Bachelors;13;Never-married;Prof-specialty;Not-in-family;White;Female;0;0;60;United-States;<=50K
Row16030;24;Private;HS-grad;9;Never-married;Machine-op-inspct;Own-child;White;Male;0;0;40;United-States;<=50K
Row16031;35;Private;HS-grad;9;Married-spouse-absent;Other-service;Unmarried;Black;Female;0;0;20;United-States;<=50K
Row16032;37;Private;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;5178;0;75;United-States;>50K
Row16033;42;Private;HS-grad;9;Divorced;Machine-op-inspct;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row16034;37;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Wife;White;Female;0;0;40;United-States;>50K
Row16035;37;Private;HS-grad;9;Never-married;Exec-managerial;Not-in-family;White;Female;0;0;50;United-States;<=50K
Row16036;28;Private;Masters;14;Never-married;Exec-managerial;Not-in-family;White;Female;0;0;80;;<=50K
Row16037;22;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row16038;24;Private;11th;7;Never-married;Adm-clerical;Not-in-family;White;Female;0;0;40;Germany;<=50K
Row16039;45;Local-gov;Some-college;10;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States;>50K
Row16040;29;Self-emp-not-inc;HS-grad;9;Never-married;Craft-repair;Not-in-family;White;Male;0;0;50;United-States;>50K
Row16041;23;Private;Some-college;10;Never-married;Adm-clerical;Own-child;Black;Female;0;0;25;United-States;<=50K
Row16042;24;Federal-gov;Bachelors;13;Never-married;Exec-managerial;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row16043;25;Private;Assoc-acdm;12;Never-married;Prof-specialty;Own-child;White;Female;0;0;40;United-States;<=50K
Row16044;58;Private;HS-grad;9;Divorced;Sales;Other-relative;White;Female;0;0;32;United-States;<=50K
Row16045;28;Self-emp-inc;Assoc-voc;11;Never-married;Sales;Not-in-family;White;Male;0;0;60;United-States;<=50K
Row16046;58;Private;HS-grad;9;Widowed;Sales;Not-in-family;White;Female;0;0;35;United-States;>50K
Row16047;18;Private;11th;7;Never-married;Other-service;Own-child;White;Male;0;0;16;United-States;<=50K
Row16048;59;Private;7th-8th;4;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;40;Puerto-Rico;<=50K
Row16049;39;Private;HS-grad;9;Divorced;Adm-clerical;Unmarried;White;Female;0;0;40;United-States;<=50K
Row16050;53;Self-emp-inc;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;50;United-States;>50K
Row16051;54;Private;Prof-school;15;Never-married;Prof-specialty;Other-relative;White;Female;0;0;65;United-States;<=50K
Row16052;51;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;50;United-States;>50K
Row16053;59;Private;Masters;14;Married-civ-spouse;Sales;Husband;White;Male;7298;0;55;United-States;>50K
Row16054;42;State-gov;HS-grad;9;Never-married;Protective-serv;Not-in-family;White;Male;0;0;40;United-States;>50K
Row16055;36;Private;Some-college;10;Married-civ-spouse;Adm-clerical;Wife;White;Female;0;0;40;United-States;<=50K
Row16056;37;Private;Some-college;10;Never-married;Adm-clerical;Not-in-family;White;Female;0;0;60;United-States;<=50K
Row16057;32;Private;Some-college;10;Never-married;Handlers-cleaners;Own-child;White;Male;0;0;40;United-States;<=50K
Row16058;38;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;50;United-States;<=50K
Row16059;19;Private;HS-grad;9;Separated;Adm-clerical;Own-child;White;Female;0;0;30;United-States;<=50K
Row16060;55;Local-gov;Bachelors;13;Widowed;Prof-specialty;Not-in-family;White;Female;0;0;48;United-States;<=50K
Row16061;30;Private;HS-grad;9;Never-married;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row16062;27;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;>50K
Row16063;65;;HS-grad;9;Married-civ-spouse;;Husband;White;Male;0;0;25;United-States;<=50K
Row16064;44;Private;Bachelors;13;Never-married;Exec-managerial;Not-in-family;White;Female;0;0;5;United-States;<=50K
Row16065;23;;5th-6th;3;Never-married;;Not-in-family;White;Male;0;0;50;United-States;<=50K
Row16066;32;Private;Bachelors;13;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;50;United-States;<=50K
Row16067;60;Private;HS-grad;9;Married-spouse-absent;Other-service;Unmarried;White;Female;0;0;20;United-States;<=50K
Row16068;28;Private;HS-grad;9;Never-married;Machine-op-inspct;Not-in-family;Asian-Pac-Islander;Male;0;0;40;Cambodia;<=50K
Row16069;44;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;Mexico;<=50K
Row16070;29;Private;HS-grad;9;Never-married;Handlers-cleaners;Not-in-family;White;Male;0;0;16;United-States;<=50K
Row16071;57;State-gov;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row16072;41;Private;Some-college;10;Divorced;Transport-moving;Not-in-family;White;Male;0;0;60;United-States;<=50K
Row16073;34;Self-emp-not-inc;11th;7;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;60;United-States;<=50K
Row16074;44;Private;Some-college;10;Divorced;Exec-managerial;Unmarried;White;Female;0;0;42;United-States;<=50K
Row16075;44;Private;Bachelors;13;Divorced;Transport-moving;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row16076;57;Private;1st-4th;2;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;22;United-States;<=50K
Row16077;37;Private;Bachelors;13;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;30;United-States;<=50K
Row16078;35;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;16;United-States;>50K
Row16079;51;Private;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;99999;0;50;;>50K
Row16080;27;Private;Some-college;10;Never-married;Exec-managerial;Not-in-family;White;Male;0;0;45;United-States;<=50K
Row16081;41;State-gov;Some-college;10;Married-civ-spouse;Adm-clerical;Wife;White;Female;3103;0;40;United-States;>50K
Row16082;28;;Bachelors;13;Never-married;;Not-in-family;White;Male;0;0;8;United-States;<=50K
Row16083;37;Self-emp-not-inc;Doctorate;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;60;United-States;<=50K
Row16084;18;Private;Some-college;10;Never-married;Other-service;Own-child;White;Male;0;0;8;United-States;<=50K
Row16085;24;State-gov;7th-8th;4;Never-married;Tech-support;Unmarried;White;Female;0;0;20;United-States;<=50K
Row16086;53;Private;12th;8;Married-civ-spouse;Adm-clerical;Wife;White;Female;0;0;40;United-States;<=50K
Row16087;40;Private;HS-grad;9;Divorced;Machine-op-inspct;Not-in-family;White;Male;0;1980;48;United-States;<=50K
Row16088;54;Private;Some-college;10;Divorced;Machine-op-inspct;Not-in-family;White;Male;0;0;60;United-States;<=50K
Row16089;22;Private;Some-college;10;Never-married;Prof-specialty;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row16090;44;Private;10th;6;Married-spouse-absent;Adm-clerical;Unmarried;Black;Female;0;0;30;United-States;<=50K
Row16091;43;Private;Some-college;10;Divorced;Exec-managerial;Unmarried;White;Female;0;0;45;Iran;<=50K
Row16092;58;State-gov;Bachelors;13;Married-civ-spouse;Prof-specialty;Wife;White;Female;0;0;20;United-States;>50K
Row16093;59;Local-gov;Bachelors;13;Married-civ-spouse;Prof-specialty;Wife;White;Female;0;0;45;United-States;>50K
Row16094;31;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;45;United-States;>50K
Row16095;35;Private;HS-grad;9;Never-married;Machine-op-inspct;Own-child;White;Male;0;0;40;United-States;<=50K
Row16096;17;Private;10th;6;Never-married;Sales;Own-child;White;Female;0;0;20;United-States;<=50K
Row16097;45;Private;Some-college;10;Divorced;Prof-specialty;Unmarried;White;Female;0;0;32;United-States;<=50K
Row16098;40;Private;Some-college;10;Divorced;Handlers-cleaners;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row16099;35;Private;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;45;United-States;<=50K
Row16100;25;Federal-gov;Bachelors;13;Never-married;Tech-support;Not-in-family;White;Male;0;0;45;United-States;<=50K
Row16101;58;Private;HS-grad;9;Divorced;Handlers-cleaners;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row16102;39;Private;Some-college;10;Divorced;Handlers-cleaners;Not-in-family;White;Male;0;0;50;United-States;>50K
Row16103;69;;1st-4th;2;Married-civ-spouse;;Husband;Asian-Pac-Islander;Male;0;0;34;Philippines;<=50K
Row16104;23;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;54;United-States;<=50K
Row16105;32;State-gov;Bachelors;13;Never-married;Prof-specialty;Not-in-family;White;Female;0;0;40;United-States;<=50K
Row16106;48;Private;Assoc-acdm;12;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;44;United-States;<=50K
Row16107;41;Private;Bachelors;13;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;40;Germany;<=50K
Row16108;74;Private;9th;5;Widowed;Craft-repair;Not-in-family;White;Male;0;0;10;;<=50K
Row16109;43;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;>50K
Row16110;18;Private;Some-college;10;Never-married;Other-service;Own-child;White;Male;0;1721;20;United-States;<=50K
Row16111;24;Federal-gov;Bachelors;13;Never-married;Armed-Forces;Not-in-family;White;Male;0;0;40;United-States;<=50K
Row16112;58;Private;Some-college;10;Married-civ-spouse;Adm-clerical;Wife;White;Female;0;0;32;United-States;<=50K
Row16113;54;Private;Masters;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
Row16114;60;Private;7th-8th;4;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
Row16115;28;Private;Some-college;10;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;0;40;United-States;<=50K
Row16116;41;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;40;United-States;>50K
Row16117;62;;Some-college;10;Married-civ-spouse;;Husband;Black;Male;0;0;35;United-States;>50K
Row16118;27;State-gov;Some-college;10;Divorced;Adm-clerical;Unmarried;Black;Male;0;0;40;Jamaica;<=50K
Row16119;30;Private;Some-college;10;Divorced;Other-service;Own-child;White;Female;0;0;20;United-States;<=50K
Row16120;63;Local-gov;Bachelors;13;Divorced;Craft-repair;Not-in-family;Black;Male;0;0;35;Outlying-US(Guam-USVI-etc);<=50K
Row16121;33;Private;HS-grad;9;Never-married;Sales;Not-in-family;White;Male;3325;0;50;United-States;<=50K
Row16122;34;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;45;United-States;<=50K
Row16123;20;;9th;5;Never-married;;Own-child;White;Male;0;0;40;United-States;<=50K
Row16124;51;Private;HS-grad;9;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;40;United-States;<=50K
Row16125;21;Private;10th;6;Never-married;Other-service;Own-child;Black;Male;0;0;25;United-States;<=50K
Row16126;50;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
Row16127;43;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;<=50K
Row16128;27;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;White;Male;2885;0;40;United-States;<=50K
Row16129;19;Private;HS-grad;9;Never-married;Adm-clerical;Own-child;White;Female;0;0;40;United-States;<=50K
Row16130;20;;HS-grad;9;Never-married;;Not-in-family;Other;Male;0;0;43;United-States;<=50K
Row16131;17;Private;12th;8;Never-married;Other-service;Own-child;White;Female;0;0;6;United-States;<=50K
Row16132;47;Private;Assoc-acdm;12;Divorced;Transport-moving;Not-in-family;Black;Male;0;0;40;United-States;<=50K
Row16133;25;Local-gov;Bachelors;13;Never-married;Adm-clerical;Other-relative;Black;Female;0;0;40;United-States;<=50K
Row16134;71;Private;Masters;14;Never-married;Other-service;Not-in-family;White;Female;0;0;20;United-States;<=50K
Row16135;21;Private;HS-grad;9;Never-married;Machine-op-inspct;Own-child;Black;Female;0;0;40;United-States;<=50K
Row16136;69;;11th;7;Married-civ-spouse;;Husband;White;Male;0;0;48;United-States;<=50K
Row16137;48;Private;Assoc-acdm;12;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;<=50K
Row16138;57;Private;7th-8th;4;Widowed;Sales;Other-relative;White;Female;0;1602;3;United-States;<=50K
Row16139;58;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Farming-fishing;Husband;White;Male;0;2415;40;United-States;>50K
Row16140;34;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Other-relative;Other;Female;0;0;20;Columbia;<=50K
Row16141;33;Local-gov;Some-college;10;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;66;;<=50K
